3287,7508340.882,4691174.732,0,3287
3288,7508343.162,4691164.362,0,3288
3289,7508342.282,4691146.602,0,3289
3290,7508341.501,4691108.784,0,3290
3845,7508416.262,4691174.389,0,3845
3846,7508409.742,4691183.339,0,3846
3882,7508369.332,4691177.721,0,3882
3888,7508406.882,4691169.779,0,3888
3892,7508356.161,4691107.763,0,3892
6417,7508358.345,4691108.123,0,6417
3291,7508334.931,4691090.794,0,3291
3292,7508332.161,4691061.345,0,3292
6418,7508356.509,4691092.296,0,6418
6419,7508353.23,4691060.99,0,6419
6420,7508352.886,4691051.323,0,6420
6421,7508332.16,4691051.844,0,6421
3297,7508361.909,4690980.347,0,3297
3898,7508362.939,4691008.496,0,3898
3899,7508364.619,4691026.805,0,3899
3900,7508366.37,4691052.325,0,3900
3901,7508369.22,4691080.534,0,3901
6422,7508352.594,4691043.538,0,6422
6423,7508352.558,4691029.067,0,6423
6424,7508354.419,4691006.826,0,6424
6425,7508357.205,4690983.174,0,6425
8647,7508373.123,4691109.986,0,8647
8650,7508373.179,4691110.41,0,8650
