3885,7508439.537,4691311.022,0,3885
3884,7508431.497,4691309.012,0,3884
3883,7508410.976,4691281.274,0,3883
3850,7508427.354,4691236.275,0,3850
3851,7508440.265,4691253.674,0,3851
6379,7508457.313,4691281.623,0,6379
3881,7508442.066,4691283.563,0,3881
3876,7508450.398,4691335.18,0,3876
3875,7508451.728,4691334.25,0,3875
3874,7508461.488,4691323.83,0,3874
3853,7508474.797,4691317.42,0,3853
3852,7508460.716,4691287.202,0,3852
3877,7508445.338,4691338.76,0,3877
3886,7508405.344,4691234.996,0,3886
3843,7508412.921,4691138.04,0,3843
3887,7508395.793,4691205.378,0,3887
3880,7508411.614,4691227.227,0,3880
3289,7508342.282,4691146.602,0,3289
6367,7508416.152,4691173.191,0,6367
6365,7508412.881,4691137.761,0,6365
3879,7508399.873,4691198.928,0,3879
3286,7508342.903,4691197.001,0,3286
3285,7508353.434,4691218.609,0,3285
3284,7508362.824,4691232.598,0,3284
3849,7508417.624,4691223.226,0,3849
3848,7508410.853,4691209.567,0,3848
3847,7508404.223,4691192.058,0,3847
